Name,Address,State,City,PinCode,Phone,Email,,,,,,,,,,,,,,
Prema Eye Care Centre,"205, Bhanu Enclave, Opp Icici Bank, A.S.Rao Nagar",Telangana,Hyderabad,500062,9848988619,PREMAEYECARECENTRE@GMAIL.COM,,,,,,,,,,,,,,
Premier Health Care,"NO. 164, 1ST CROSS,1ST MAIN ISRO LAYOUT",Karnataka,Bengaluru,560078,9036120000,premierhealthcare.info@gmail.com,,,,,,,,,,,,,,
Premier Hospital,"12-2-718, Nanal Nagar X Roads, Mehdipatnam",Telangana,Hyderabad,500028,4023516557,premierhospitals@yahoo.in,,,,,,,,,,,,,,
Premier Sanjeevini Hospital,"# 6/2, Tumkur Road, T.Dasara Halli",Karnataka,Bengaluru,560057,8065374444,PSHHEALTHCARE@GMAIL.COM,,,,,,,,,,,,,,
Prerana Hospital,"#452, Paduvana Road, A & B Block, Amma Complex, Opp To Water Tank, Kuvempunagar, Mysore",Karnataka,Mysuru,570023,821400600,PRERANAHOSPITAL2013@GMAIL.COM,,,,,,,,,,,,,,
Prerana Hospitals,"Plot No.1, Sri Ram Nagar Colony, Puppalaguda,",Telangana,Hyderabad,500089,8413402238,PRERANAHOSPITALS@GMAIL.COM,,,,,,,,,,,,,,
Prerna Eye Hospital,"101, 102, 103, Sonam Ganga Chs, Golden Nest, Phase 6 Mira Bhyander Rd, Mira Road East 401107.",Maharashtra,Thane,401107,7753867426,PRERNAEYEHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Prime Asha Superspeciality Hospital,Perkit Raod,Telangana,Nizamabad,503224,9985858108,primeashahospital@gmail.com,,,,,,,,,,,,,,
Prime Care Multispeciality Hospital,"Ekvira chowk pipeline road savedi,Ahmednagar",Maharashtra,Ahmednagar,414005,0,,,,,,,,,,,,,,,
Prime Care Nursing Home,"44, Shakthi Nagar, Adambakkam , Chennai",Tamil Nadu,Chennai,600088,9444158090,PCNH1997@GMAIL.COM,,,,,,,,,,,,,,
Prime Criticare Hospital,"Hasnain Tower, Near Shimla Park, Kausa Mumbra, Thane",Maharashtra,Thane,400612,9871363888,pchcashless@gmail.com,,,,,,,,,,,,,,
Prime Hospital,"Plot No C2 / C3, Kailash nagar , New Collectorate Road",Madhya Pradesh,Gwalior,474001,4048499,primehospital14@gmail.com,,,,,,,,,,,,,,
Prime Hospital,"Videocon Colony, At Post-Rahadpor, Bharuch, Gujarat, Bharuch, Gujarat-392002",Gujarat,Bharuch,392015,7203999919,PRIMEHOSPITALBHARUCH@GMAIL.COM,,,,,,,,,,,,,,
Prime Hospital,"1513, Kalyan Road, Shastri Nagar",Maharashtra,Bhiwandi,421302,9146039000,TPAPRIMEHOSPITAL5@GMAIL.COM,,,,,,,,,,,,,,
Prime Hospital & Research Centre,105-A Main Road,Madhya Pradesh,Dewas,455001,400060,PRIMEHOSPITALDEWAS@GMAIL.COM,,,,,,,,,,,,,,
Prime Hospital And Ortho Centre,"Site No-1, Near Huda Market, Sector-30 Faridabad",Haryana,Faridabad,121002,0129 - 4022300,Primehospital@yahoo.com,,,,,,,,,,,,,,
Prime Hospitals,1/100 1/101 Geroge Reddy Street,Andhra Pradesh,Kadapa,516004,7799898189,PRIMEHOSPITALS.INSURANCE@GMAIL.COM,,,,,,,,,,,,,,
Prime Indian Hospitals Private Limited,"No. 1051, Poonamallee High Road, Arumbakkam",Tamil Nadu,Chennai,600106,9941011680,PRIMEINDIAN.INSURANCE@GMAIL.COM,,,,,,,,,,,,,,
Prime Institute Of Digestive Sciences Llp,"milestone,vidhyanagar main road,, Rajkot, Gujarat-360001",Gujarat,Rajkot,360001,2480843,primehosptpa@gmail.com,,,,,,,,,,,,,,
Prime Multispeciality Hospital,Link Road Ad Market,Odisha,Cuttack,753012,8456936450/9778223017,primehospitalctc@gmail.com,,,,,,,,,,,,,,
Prime Multispeciality Hospital( Unit Of Hope Healthways),"S PATEL ENCLAVE , BADUNGAR ROAD, PATIALA, 147001",Punjab,Patiala,147001,9915609915,tpa.primehospital@gmail.com,,,,,,,,,,,,,,
Prime Orthopedic And Spine Hospital,"2Nd Floor, Yogim Sankul, Near New Bus Stand ,Bhalej Road , Anand, Gujarat, Anand, Gujarat-388001",Gujarat,Anand,388001,9054670862,primeorthoandspinehospital@gmail.com,,,,,,,,,,,,,,
Prime Retina Eye Care Centre,3-6-106/1 Street No 19,Telangana,Hyderabad,500029,8886310202,PRIMERETINATPA@GMAIL.COM,,,,,,,,,,,,,,
Prime Superspacility Hospital,Garhi Bolni Road Rewari,Haryana,Rewari,123401,9306546664,PRIMEHOSPITALREWARI@GMAIL.COM,,,,,,,,,,,,,,
Prime Superspeciality Hospital,"3Rd Floor Shivam Orbit Complex Art And Commerce Collage Road Nh 8 Nr Polytechinic Cross Road Motipura Himmatnagar Sabarkantha, Sabarkantha, Gujarat-383001",Gujarat,Himatnagar,383001,9104347319,PRIMEHOSPITALHMT@GMAIL.COM,,,,,,,,,,,,,,
Primevision Superspeciality Eye Care Retina And Laser Centre,"Plot no.5,Serve No.94,Navle Nagar,Amrapali Mangal Karylay Near,Gulmohar Road",Maharashtra,Ahmednagar,414003,9284878642,PRIMEVISION9999@GMAIL.COM,,,,,,,,,,,,,,
Primus Hospital,Opp Bank Of Baroda Near Shiv Chowk Sanoli Road Panipat,Haryana,Panipat,132104,4062639,PRIMUSPANIPAT@YAHOO.COM,,,,,,,,,,,,,,
Primus Super Speciality Hospital,"2, Chandragupta Marg, Chanakyapuri",Delhi,New Delhi,110021,1166206630,TPABILLING@PRIMUSHOSPITAL.COM,,,,,,,,,,,,,,
Principal Raj Kumar Memorial Modern Hospital,"OPP.GOVT.COLLEGE,SUTHEHRI ROAD,HOSHIARPUR",Punjab,Hoshiarpur,146001,223868,MODERNHOSPITAL01@GMAIL.COM,,,,,,,,,,,,,,
Prisha Eye Hospital,"near hargun hospital, batala road,",Punjab,Amritsar,143001,9815386812,info.prishaeyehospital@gmail.com,,,,,,,,,,,,,,
Prism Eye Clinic,"SECOND FLOOR, F-BLOCK,JOYOS HUBTOWN, B.K. ROAD, MODHERA CIRCLE MEHSANA - 384002",Gujarat,Mehsana,384002,9714503083,prismeyeclinic21@gmail.com,,,,,,,,,,,,,,
Prism Eye Institute And Research Center Llp,"PL. NO-63, SECTOR-1S, ROAD NO-2, BEHIND CIDCO OFFICE",Maharashtra,Navi mumbai,410206,022 - 27466610 / 27466617,TPA@PRISMEYE.IN,,,,,,,,,,,,,,
Prisma Eye Care,"Sanghavi Township , First Floor , E Wing Above Federal And Yes Bank,Bhigwan Road",Maharashtra,Baramati,413102,7030555000,INSURANCE.PRISMAEYECARE@GMAIL.COM,,,,,,,,,,,,,,
Pristine Eye Hospitals,"Ground And First Floor, Summit Space, 15 Huda Techno Enclave, Hitech City Madhapur Road",Telangana,Hyderabad,500081,9000852020,INSURANCE.PRISTINEEYEHOSPITALS@GMAIL.COM,,,,,,,,,,,,,,
Pristine Hospital,"Parasmani Apartment, 1st floor, ",Maharashtra,Thane,400602,9967963010,PRISTINE.HOSPITAL.THANE@GMAIL.COM,,,,,,,,,,,,,,
Pristine Hospital And Research Centre Pvt Ltd,"#877 Modi Hospital Road West Of Chord Road, Rajajinagar",Karnataka,Bengaluru,560086,4127077671,pristinehospital@gmail.com,,,,,,,,,,,,,,
Priti Hospital,"29-B, Panna Lal Road, Prayagraj ,Uttar Pradesh",Uttar Pradesh,Prayagraj,211002,063932 83820,PRITIHOSPITALALLAHABAD@GMAIL.COM,,,,,,,,,,,,,,
Priti Nursing And Maternity Home,"39 , C . Y . Chintamani Road",Uttar Pradesh,Allahabad,211002,9839050114,pmrcht12@gmail.com,,,,,,,,,,,,,,
Privaram Cancer And Research Institute,"N0,164, Paranjyothi Street, Devi kuppam Main Road, Valasaravakkam",Tamil Nadu,Chennai,600087,9345736940,PRIVARAMHOSPITALINS2022@GMAIL.COM,,,,,,,,,,,,,,
Priya Hospital,"2/2 , Nethaji Nagar, Dindigul Road, Palani",Tamil Nadu,Palani,624601,04545 - 251177,vanasekar@yahoo.com,,,,,,,,,,,,,,
Priya Hospital,D-25 Barra World Bank,Uttar Pradesh,Kanpur,208027,9839105941,priyahospital.claims@gmail.com,,,,,,,,,,,,,,
Priya Hospital,No.17/2 Tank Street Hosur,Tamil Nadu,Hosur,635109,044-220096/9842420049,PRIYAHOSPITALHOSUR@GMAIL.COM,,,,,,,,,,,,,,
Priya Hospital,"555, Madurai Road",Tamil Nadu,Madurai,625706,281648,PRIYAHOSPITALTRM@GMAIL.COM,,,,,,,,,,,,,,
Priya Maternity And Nursing Home Pvt Ltd ,"B-1/5, Gulab Bagh, Sigra",Uttar Pradesh,Varanasi,221001,9415201868,drgeetapandey01@gmail.com,,,,,,,,,,,,,,
Priya Nursing Home,"No. 82, Kappalpolu Chetty Street, Old Washermenpet",Tamil Nadu,Chennai,600021,4425951523,kappalpriya97@gmail.com,,,,,,,,,,,,,,
Priya Orthopaedic Hospital,"24, Andal Srinivasan Layout, Udumalpet",Tamil Nadu,Udumalpet,642126,4252224726,priyahospital16@gmail.com,,,,,,,,,,,,,,
Priyadarshani Nursing Home General Surgical Maternity & Trauma Care,"201-208, M Baria estate Kargil Nagar Road ",Maharashtra,Virar,401305,,,,,,,,,,,,,,,,
Priyadarshi Hospital And Research Centre Private Limited ,"Steert No-1, Bank Colony, Near Amber Cinema, Modi Nagar, Ghaziabad",Uttar Pradesh,Ghaziabad,201201,9897856426,PRIYADARSHIHOSPITAL95@GMAIL.COM,,,,,,,,,,,,,,
Priyal Clinic,"1st Floor, Sahajanand Appartment",Gujarat,Vadodara,390019,7486881582,gopeeka187@gmail.com,,,,,,,,,,,,,,
Priyam Hospital,"174Z/18,Vadakkutheru-2,Raja Nagar,Thuraimangalam,Perambalur(Dt&Tk)-621220",Tamil Nadu,Perambalur,621220,7825910001,PRIYAMINSURANCE2021@GMAIL.COM,,,,,,,,,,,,,,
Priyam Speciality Hospitals,"247, Bangalore Bypass Road, Near Kondalampatty Roundaana",Tamil Nadu,Salem,636010,7373388155,PRIYAMSPECIALITYHOSPITALS@GMAIL.COM,,,,,,,,,,,,,,
Priyamvada Birla Aravind Eye Hospital,10-Loudon St.,West Bengal,Kolkata,700017,9123323664,CASHLESS.BIRLAEYE@GMAIL.COM,,,,,,,,,,,,,,
Priyanka Maternity And Surgical Hospital,"Ground Floor, Durga Ashram, Building No. 4, Tilak Nagar, Besides Peninsula Hotel, Sakinaka, Andheri East",Maharashtra,Mumbai,400059,28515645,PRIYANKAHOSPITAL25@GMAIL.COM,,,,,,,,,,,,,,
Priydeep Eye Hospital Pvt Ltd ,"Rangoli Shopping Centre, Near Shalimar Shopping, St. Road.",Gujarat,Bharuch,392001,9824140530,PRIYDEEPEYEHOSPITAL@YAHOO.COM,,,,,,,,,,,,,,
Prk Hospitals Private Limited,"Sy.No 360, No. 5-4/12-16, Nh65, Chandanagar",Telangana,Hyderabad,500050,9154904298,INSURANCE@PRKHOSPITALS.COM,,,,,,,,,,,,,,
Pro Med Hospital,"3781, 13th Cross Road, 2nd Stage, Banashankari",Karnataka,Bengaluru,560070,9731035031,promedhospital@gmail.com,,,,,,,,,,,,,,
Probal Eye Institute,"34, Satish Mukherjee Road Kalighat Tram Depot",West Bengal,Kolkata,700026,9830817738,DATTA_VIVEK@REDIFFMAIL.COM,,,,,,,,,,,,,,
Probus Hospital And Research  Llp,MANKA RATAN BUILDING BEED BYPASS SATARA PARISAR AURANGABAD 431010,Maharashtra,Aurangabad,431010,2953323,PROBUSHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Prof D Ramakotaiah Childrens Hospital,"Beside Sivalayam, Kothapet",Andhra Pradesh,Guntur,522001,2254477,PROFDRAMAKOTAIAHCHILDRENSHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Prolife Hospitals,"Vill. Gill, Malerkotla Road",Punjab,Ludhiana,141116,0161-5060999,corporate@prolifehospitalsldh.com,,,,,,,,,,,,,,
Prolife Multispeciality Hospital,#249/248/284/101 INTERNATIONAL AIRPORT ROAD BYATARAYANAPURA,Karnataka,Bengaluru,560092,7411175705,prolifehospital.insurance@gmail.com,,,,,,,,,,,,,,
Promed Hospital,"1/10A , ECR ROAD KOTTIVAKKAM , CH-41",Tamil Nadu,Chennai,600041,7397729614,insurance@vitamed.in,,,,,,,,,,,,,,
Promhex Multi Specialty Hospital ,"NH-34, Sector -Omega -1/ P-2",Uttar Pradesh,Greater noida,201308,9810858628,promhextpa@gmail.com,,,,,,,,,,,,,,
Prova Eye Foundation,66/1/1 S.N Banerjee Road,West Bengal,Kolkata,700012,9007043849,provaeye.mediclaim@gmail.com,,,,,,,,,,,,,,
Prs Hospital Private Limited,"Killippalam, Trivandrum-695002",Kerala,Thiruvananthapuram,695002,9847128235,insurance@prshospital.com,,,,,,,,,,,,,,
Prudence Hospital,"H.No.1-12-121/A, Pragathi Nagar, Opp. Yendala Towers, Nizamabad-503001",Telangana,Nizamabad,503001,9959613060,PRUDENCEHOSPITALTPADESK@GMAIL.COM,,,,,,,,,,,,,,
Psv Multispeciality Hospital,Nh-48,Tamil Nadu,Krishnagiri,635108,9361083110,PSVHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Pt. Rrm Hospital,"Plot No 3, Kh No - 27/1 Near Vats Market Bakkarwala",Delhi,New Delhi,110041,9891761679,ptrrmhospitaltpa@gmail.com,,,,,,,,,,,,,,
Public Health Centre,"174, Lake View Road, West Mambalah",Tamil Nadu,Chennai,600033,9003295112,phc.ins2014@gmail.com,,,,,,,,,,,,,,
Public Relation Nursing Home,"Chakkamina, Tamluk, Purba Medinipur, Pin-721636",West Bengal,TAMLUK,721636,8609995402,PRNH.2023@GMAIL.COM,,,,,,,,,,,,,,
Pudugai Star Hospital Pvt Ltd,"NO:50-51, RAMACHANDRA NAGAR",Tamil Nadu,Pudukottai,622001,7373079795,insurancepudugaistarhospital@gmail.com,,,,,,,,,,,,,,
Pukhartan Hospital,14/3 Vikas Nagar,Madhya Pradesh,Neemuch,458441,227980,PUKHRATAN@YAHOO.COM,,,,,,,,,,,,,,
Pulse Cardiac Institute,"N-9 Business Centre Near Indira Gandhi Statute 100 Feet Road Anand, Anand, Gujarat-388002",Gujarat,Anand,388001,7984921275,PARESH88001@GMAIL.COM,,,,,,,,,,,,,,
Pulse Heart And Medical Hospital & Icu,"Near Hanuman Temple,Modhera Circle, Mehsana, Gujarat-384002",Gujarat,Mehsana,384002,7777967675,PULSEMEDICALHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Pulse Heart Center,"MIG 308, SURYA TOWER, BETWEEN ESWER EYE HOSPITAL AND IMAX GARDEN, ROAD NO. 4, KPHB COLONY",Telangana,Hyderabad,500082,23054142,PULSEHEARTCENTREHYDERABAD@GMAIL.COM,,,,,,,,,,,,,,
PULSE HEART SUPER SPECIALITY HOSPITAL LLP,PLOT NO 142 MATRUSRI CO-OPERATIVE HOUSE BUILDINGS SOCIETY HYDERABAD 500049,Telangana,Medchal-Malkajgiri,500049,,hospitalpulsesuperspeciality@gmail.com,,,,,,,,,,,,,,
Pulse Hospital,"KRISHNA COLONY, NEAR FLYOVER, KOSLI",Haryana,Rewari,123302,297790,PULSEHOSPITAL23.TPA@GMAIL.COM,,,,,,,,,,,,,,
Pulse Hospital,MAQBOOL PURA CHOWK NEAR PETROL PUMP,Punjab,Amritsar,143001,5018800,PULSEHOSPITAL.INFO@GMAIL.COM,,,,,,,,,,,,,,
Pulse Hospital,1/2/D Chandmaridanga Po+ Ps+ Dist: Bankura Pin:722101,West Bengal,Bankura,722101,8001104304,TPAPULSEHOSPITAL001@GMAIL.COM,,,,,,,,,,,,,,
Pulse Hospital (A Unit Of Lmr Hospitals Pvt. Ltd.),"Plot No 10, Sy No 147(P), Goutami College Lane,",Telangana,Hyderabad,500054,9030445885,PULSEHOSPITALCHINTAL@GMAIL.COM,,,,,,,,,,,,,,
Pulse Hospital (Unit Of Medihope Healthcare Llp),"Grnd Floor, Sai Sawali Sankul",Maharashtra,Mumbai,421301,22-6991674,PULSEHOSPITALINSURANCE@GMAIL.COM,,,,,,,,,,,,,,
Pulse Hospital-Multispeciality Hospital & Research Centre,"Opp.Rtm Hotel,N.H.-8",Rajasthan,Kotputli,303108,641002,PULSECH2011@GMAIL.COM,,,,,,,,,,,,,,
Pulse Hospitals,"Sr No 489, K/25 Plot No 28 Ghatge Colony Kadamwadi Road Kolhapur",Maharashtra,Kolhapur,416003,231-2665558/59,pulsehospital.kolhapur@gmail.com,,,,,,,,,,,,,,
Pulse Medicare Hospital,TC-13/560(1),Kerala,Trivandrum,695015,2534050,hrm@pulsemch.com,,,,,,,,,,,,,,
Pulse Multispeciality Hospital,New Posari ,Maharashtra,Raigad,410222,8692069569,pulsehospitalmh@gmail.com,,,,,,,,,,,,,,
Pulse Multispeciality Hospital (Cashless Only Pvt Insurers),S.N.66/1 LANDE BUILDING TATHWADE CHOWK,Maharashtra,Pune,411033,8805331414,PULSEICUTPA@GMAIL.COM,,,,,,,,,,,,,,
"Pulse Multispeciality Hospital,","Sr. No. 51/B/1, 1St Floor Vishwa Arcade, Deccan Pavillion Hotel, Narhe, Ambegaon, Pune, Maharashtra-412308",Maharashtra,Pune,412308,9552265656,pulsehospital11@gmail.com,,,,,,,,,,,,,,
Pulse Plus Multi Speciality Hospital (Managed By Somnath Health Care Group),Gopal Arcade,Gujarat,Bhavnagar,364002,6359599090,cashlesspulsehospital2019@gmail.com,,,,,,,,,,,,,,
Pulse Superspeciality Hospital,"Near Relience Fresh,Bariatu,Booty Road",Jharkhand,Ranchi,834009,9572319889,corp.tieup@pulsehospitalranchi.com,,,,,,,,,,,,,,
Punardristee Eye And General Hospital               ,"ADDA Industrial Plot, Vivekanand Sarani,Kalyanpur Housing More",West Bengal,Asansol,713305,2251122,PUNARDRISTEE@GMAIL.COM,,,,,,,,,,,,,,
Punawale Multispeciality Hospital,"Office No 2,201 To 401 Alpha Heights , Sr No 11, Near Nh 4 Highway , Near Khandoba Mandir , Punawale Pune 411033",Maharashtra,Pimpri-Chinchwad,411033,8055752657,PUNAWALEHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Pune International Burns And Cosmetic Centere,"Shivganga Complex,Pune Nashik Road,Bhosari",Maharashtra,Pune,411039,9011023332,BURNSANDCOSMETIC@GMAIL.COM,,,,,,,,,,,,,,
Pune Netralaya And Retina Institute Eye Hospital,"Krishna Appartment, Aundh,Opp. Lee Showroom",Maharashtra,Pune,411007,8308020500,PUNENETRALAYA.IN@GMAIL.COM,,,,,,,,,,,,,,
Punit Medical And Surgical Nursing Home,"217-223, 2ND FLOOR, SAMVED,",Gujarat,Bhavnagar,364001,2224230,info.punitnursinghome@gmail.com,,,,,,,,,,,,,,
Punitham Hospital,"6/558A, Madurai Road, Chekkanoorani",Tamil Nadu,Madurai,625514,9442703311,CLAIMS.PUNITHAMHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Punjab Cancer Care And Multispeciality Hospital,"GONIANA ROAD, NEAR TINKONI, BATHINDA",Punjab,Bathinda,151001,2222999,PUNJABCANCERCARE@GMAIL.COM,,,,,,,,,,,,,,
Punjab Eye Hospital,"Taraksheel Bus Stand Road, Barnala",Punjab,BARNALA,148101,7087080202,PUNJABEYEHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Punya Hospital,Govt.Hospital Road Misore Circle.Channarayapatna,Karnataka,Channarayapatna,573116,9019594580,PUNYAHOSPITALCRP@GMAIL.COM,,,,,,,,,,,,,,
Punya Hospital,"NO 2226, 2ND CROSS, KUVEMPUNAGARA, CHANNAPATNA TOWN, PIN CODE -562160, RAMANAGARA DISTRICT.",Karnataka,Channapatna,562160,8904040096,PUNYARAKSHACORP@GMAIL.COM,,,,,,,,,,,,,,
Punya Hospital India Pvt Ltd,"# 52, 53/10, 80 Feet Road, Mig Khb Colony, Basaveshwarnagar",Karnataka,Bengaluru,560079,9972400700,punyainsurance999@gmail.com,,,,,,,,,,,,,,
Purang Eye Centre,,,,,,,,,,,,,,,,,,,,
,A- 114 Vishal Enclave,Delhi,New Delhi,110027,25446622,PURANGEYECENTRETPA@GMAIL.COM,,,,,,,,,,,,,,
Purna Heart Institute,"Suryaraopeta, Kovelamudivari Street, Near Swati Weekly Office, Suryaraopet",Andhra Pradesh,Vijayawada,520002,0866 - 2439964,purnaheart@gmail.com,,,,,,,,,,,,,,
Purnima Netralaya,"Brahmanand Nagar, Tamolia, Near Pardih Chowk",Jharkhand,EAST SINGHBUM,831020,6510604,PURNIMA.NETRALAYA@GMAIL.COM,,,,,,,,,,,,,,
Purohit Clinic,"Plot No. 78 Mcchs, Panvel",Maharashtra,Mumbai,410206,2227452922,purohitclinic@gmail.com,,,,,,,,,,,,,,
Purohit Hospital,"Lakadganj Near Navratra Gate, Nagpur",Maharashtra,Nagpur,440008,712-2765258,purohit.hospital@gmail.com,,,,,,,,,,,,,,
Purohit Orthopedic Hospital,"Dr Cook Road,  Nandanvan Society  Anand  Gujarat",Gujarat,Anand,388001,8980929095,PUROHITORTHOHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Purshottamdas Savitridevi Cancer Care And Research Centre,"605,NEERAV NIKUNJ,BETWEEN,SIKANDRA-GURUDWARA,GURU KA TAAL",Uttar Pradesh,Agra,282007,9395815531,pscrc@rediffmail.com,,,,,,,,,,,,,,
Puru Eye Hospital,"51/29, Opp Technology Park, Shipra Path, Mansarover",Rajasthan,Jaipur,302020,-0141-3193150,PURUEYEHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Purvanchal Netralaya & Retina Care Center,"C21/1-41, Vidyapeeth Rd, Maldahiya Crossing, Near OBC ATM, Maldahiya, Lajpat Nagar,",Uttar Pradesh,Varanasi,221002,2390763,PURVANCHALNETRALAYATPA@GMAIL.COM,,,,,,,,,,,,,,
Purvi Hospital,"48/110-111, Rajat path, mansarovar",Rajasthan,Jaipur,302020,4170591/9829049791,MANOJSAROJSHARMA@YAHOO.COM,,,,,,,,,,,,,,
Pushkar Hospital,"Anand Sankul, 1st floor, Near Mahalaxmi Talkies, Front of marketyard, Dindori Road, Panchvati",Maharashtra,Nashik,422003,5462510050,pushkareyehospital@gmail.com,,,,,,,,,,,,,,
Pushpa Children Hospital And Neonatal Care Centre,"2nd Floor, Nanakram Super Market, Opp H H Patel High School",Gujarat,Ahmedabad,380005,079 - 27570613,DHARHET@HOTMAIL.COM,,,,,,,,,,,,,,
Pushpa Laxmi Hospital              ,"DR UDAY BABURAO SHELAR, PUSHPALAXMI HOSPITAL, At post. Gopal wadi, Sarpanch Wasti, Taluka Daund, Dist - Pune.",Maharashtra,Pune,413801,9545019848,pushpalaxmihospital@gmail.com,,,,,,,,,,,,,,
Pushpadi Cancer Care Centre,"34-A, Shreenathpuram, Kota",Rajasthan,Kota,324010,9461021839,PUSHPADICANCERCARECENTRE@GMAIL.COM,,,,,,,,,,,,,,
Pushpagiri Eye Hospital,"Sy No:521, Beside Ttd Kalyanamadapam Alaknagar, Ayodya Road",Andhra Pradesh,Vizianagaram,535002,9849168193,pvri.india@gmail.com,,,,,,,,,,,,,,
Pushpagiri Institute Of Medical Sciences And Research Centre,"Ward - 7, 141, Thiruvalla - 689101, Pathanamthitta District",Kerala,Pathanamthitta,689101,4692622570,pmchcr@gmail.com,,,,,,,,,,,,,,
Pushpagiri Vitreo Retina Institute,"Plot No- 241, Umaplaza, Door No- 10-2-342, Roadno 9, West Marredpally, West Marredpally",Telangana,Hyderabad,500026,9849168193,tpa@pvri.org,,,,,,,,,,,,,,
Pushpam Hospital,"210, Second Agraharam, Salem",Tamil Nadu,Salem,636001,2260642,DRSEKAR.PERIYASAMY1959@GMAIL.COM,,,,,,,,,,,,,,
Pushpanjali Eye Care,"49/2 Purna Das Road , Gol Park",West Bengal,Kolkata,700029,,pushpanjalieye.mediclaim@gmail.com,,,,,,,,,,,,,,
Pushpanjali Hospital,RR-30 MILANWALI NAGAR NEW DELHI,Delhi,WEST,110087,0,TPA@PUSHPANJALIHOSPITALS.COM,,,,,,,,,,,,,,
Pushpanjali Hospital,"John Hall Road, Civil Lines",Haryana,Gurgaon,122001,9910937145,pushpanjalihospital@rediffmail.com,,,,,,,,,,,,,,
Pushpanjali Hospital,RAJESH PILOT CHOWK GARHI BOLNI ROAD REWARI,Haryana,Rewari,123401,9466695840,pushpanjalihospitalrewari@gmail.com,,,,,,,,,,,,,,
Pushpanjali Hospital And Research Centre,"Pushpanjali Palace , Delhi Gate , Agra",Uttar Pradesh,Agra,282002,5624024000,VED@PUSHPANJALIHOSPITAL.IN,,,,,,,,,,,,,,
Pushpanjali Medical Centre,"A-14/15, Pushpanjali, Vikas Marg Extension, Opp. Anand Vihar, Delhi",Delhi,New Delhi,110092,9818599728,PUSHPANJALI.HOSPITAL@YAHOO.COM,,,,,,,,,,,,,,
Pushpanjali Multispecialty Hospital Pvt Ltd,"Bhawat Nagar, 90 Feet Road, Near Bhagwan Milan Mandir, Kumhrar",Bihar,Patna,800026,9523097839,corporatepushpanjalihospital@gmail.com,,,,,,,,,,,,,,
Pushpanjali Superspeciality Hospital & Test Tube Baby Center ,"Zone-13, Ward no -52, ",Madhya Pradesh,Bhopal,462039,4002138,pushpanjalihospital2012@gmail.com,,,,,,,,,,,,,,
Pushpawati Singhania Research Institute,"Press Enclave Marg , Sheikh Sarai - Ii",Delhi,New Delhi,110017,9582261530,TPA@PSRI.NET,,,,,,,,,,,,,,
Pushti Hospital Maternity Home & Icu,"Third Floor, Suhradam Complex, Beside Shell Petrol Pump, Zadeshwar, Bharuch, Gujarat 392011",Gujarat,Bharuch,392021,232174,TPA@PUSHTIHOSPITAL.IN,,,,,,,,,,,,,,
Pushya Hospital,"32,SARDAR PATEL NAGAR, OPP.ABC-1",Gujarat,Ahmedabad,380006,71234567,pushyahospital.tpa@gmail.com,,,,,,,,,,,,,,
Puthalath Eye Hospital,"Mini Bypass Road, Kalluthankadavu,Puthiyara",Kerala,Calicut,673004,8594077496,puthalatheyecare@gmail.com,,,,,,,,,,,,,,
Puvvada Hospitals,DOOR NO: 5-1-1,Andhra Pradesh,Narasannapeta,522601,7799818999,PUVVADAHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Pvs Hospital,"#4-1-180, Sri Ram Nagar",Andhra Pradesh,Naidupet,524126,8106931116,PVSHOSPITALNYP@GMAIL.COM,,,,,,,,,,,,,,
Pyari Bai Multispeciality Hospital,"Ward No. 4, Bazar Chowk, Kishan Bagh Parisar, Sanwer",Madhya Pradesh,Indore,453551,292222,PYARIBAIMEMORIAL@GMAIL.COM,,,,,,,,,,,,,,
Q Hospital,"Shop No. 1,2,3, Mega Ista Bldg, Plot No. 41, Sector - 17, Ulew, Navi Mumbai 410206",Maharashtra,Navi mumbai,410206,8087958280,QHOSPITALTPA@GMAIL.COM,,,,,,,,,,,,,,
"Q Hospitals, Kamothe","First Floor, Bhurasar Tower, Plot No-04, Sector-12, Kamothe",Maharashtra,Mumbai,410209,8691008650,QHOSPITALSTPAKAMOTHE@GMAIL.COM,,,,,,,,,,,,,,
Q1 Hospitals (A Unit Of Q1 Bone & Joint Hospital),"PLOT NO: 13A & 13B, HEALTH CITY, ARIOVA",Andhra Pradesh,Visakhapatnam,530040,9618565801,TPA@Q1HOSPITALS.COM,,,,,,,,,,,,,,
Qmed Hospital,"No.25, Officers Colony, Renganathapuram, Puthur, Trichy",Tamil Nadu,Trichy,620017,4314200911,QMEDHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Qp Multispeciality Hospital,"Beside Masjid Anan bin Malik, Misbah nagar, MSK mill road, Kalaburagi",Karnataka,Gulbarga,585103,8123111777,qphospital@gmail.com,,,,,,,,,,,,,,
